name,thumb,link,description,img_link,,,,,,,,,,,,,,,,
PIXCONE,#NAME?,http://www.pixcone.com/en/,"PixCone: The first web app for data driven infographics creation. Offering a powerful web editor to create engaging Infographics total freedom. Arrange images, charts, shapes on the canvas. Use built-in images, or add yours. Add text with multiple fonts and size.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/09/pixcone-290x174.png,,,,,,,,,,,,,,,,
PLOTLY,#NAME?,https://plot.ly/,"Plotly offers a very engaging and user-friendly option for creating a range of visualisations within the browser. Simply upload your data (from a number of sources), choose your graph type, style it with publication-quality layout and colour options, dive into the data to refine then publish and share.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Plotly-290x174.png,,,,,,,,,,,,,,,,
POLYCHART,#NAME?,http://polychart.com/,"Polychart offers users the chance to easily and quickly build dashboards and charts, connecting directly to your data wherever it's stored. Polychart's dashboards and charts work in all browsers and on tablets.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Polychart-290x174.png,,,,,,,,,,,,,,,,
POLYCHART.JS,#NAME?,https://github.com/Polychart,"Polychart.js is an expressive JavaScript graphing library capable of producing a wide array of graphics fairly easily. It takes care of many of the fiddly details that make plotting a hassle (like drawing legends) as well as providing a powerful model of graphics that makes it easy to produce complex multi-layered graphics. Additionally, it has a built-in interaction model that makes it easy to produce charts that interact with the user and with one another.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Polychartjs-290x174.png,,,,,,,,,,,,,,,,
POLYMAPS,#NAME?,http://polymaps.org/,"Polymaps is a project from SimpleGeo and Stamen which offers a free JavaScript library for making dynamic, interactive maps in modern web browsers. It provides speedy display of multi-zoom datasets over maps, and supports a variety of visual presentations for tiled vector data. Because Polymaps can load data at a full range of scales, it’s ideal for showing information from country level on down to states, cities, neighborhoods, and individual streets.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Polymaps-290x174.png,,,,,,,,,,,,,,,,
POWER BI,#NAME?,https://www.powerbi.com/dashboards,"Dashboarding made simple: From zero to insight. Create personalized dashboards and reports on your data in less than 5 minutes, find answers to your most important questions using natural language and drag and drop gestures, and make decisions based on the right data anytime, anywhere, on any device. Your Power BI dashboard is your single view to monitor your company's health.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2015/05/PowerBI-290x174.png,,,,,,,,,,,,,,,,
POWERPOINT,#NAME?,http://office.microsoft.com/en-gb/powerpoint/,"Microsoft PowerPoint is one of the most divisive software applications, ever. It is the most popular presentation design tool, part of the Microsoft Office suite of the applications. It is seen as a corruptor of communication practice but is unavoidably the most ubiquitous and accessible presentation out there. As with most Microsoft data/presentation tools, the defaults are really bad but PowerPoint can be a useful ally particularly when exploiting its potential as a canvas for sequential story telling.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Powerpoint-290x174.png,,,,,,,,,,,,,,,,
PRECI,#NAME?,http://www.preci.co.uk/,"Preci Analyse & Explore is the free version of Preci: See data on a map and on a chart, see the interaction between the two. Experience the very best of geographic data intelligence.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Preci-290x174.png,,,,,,,,,,,,,,,,
PREFUSE,#NAME?,http://prefuse.org/,"Prefuse is a set of software tools for creating rich interactive data visualizations. It is a Java programming framework for creating rich interactive data visualisations supporting a rich set of features for data modeling, visualisation, and interaction. It provides optimised data structures for tables, graphs, and trees, a host of layout and visual encoding techniques, and support for animation, dynamic queries, integrated search, and database connectivity. Prefuse is written in Java, using the Java 2D graphics library, and is easily integrated into Java Swing applications or web applets. Prefuse development was opened up to the community in 2011.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Prefuse-290x174.png,,,,,,,,,,,,,,,,
PREFUSE FLARE,#NAME?,http://flare.prefuse.org/,"The Prefuse Flare toolkit is a successor to Prefuse and provides visualisation and animation tools for ActionScript and the Adobe Flash Player. From basic charts and graphs to complex interactive graphics, the toolkit supports data management, visual encoding, animation, and interaction techniques. Moreover, flare features a modular design that lets developers create customized visualization techniques without having to reinvent the wheel. Flare development now opened up to the community on GitHub. Flare 2009.01.24 is last official release .",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Flare-290x174.png,,,,,,,,,,,,,,,,
PRINT MAP MAKER,#NAME?,https://github.com/datadesk/print-map-maker,"Print Map Maker is an alternative method for building print locator maps and using the same technologies that power modern web maps. Simple print locator maps are extremely effective storytelling tools, but they can take a long time to produce. Why? Well, to start with, you have to find a reference that is licensed to use, digitize it and redraw the information, which can be a lot of work for an element that is 2 inches square. Print Map Maker allows artists and designers to create quality maps at a resolution high enough to look crisp on newsprint.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2015/05/PrintMapMaker-290x174.png,,,,,,,,,,,,,,,,
PROCESSING,#NAME?,http://processing.org/,"Processing is an open-source programming language, development environment, and online community. Since 2001, Processing has promoted software literacy within the visual arts and visual literacy within technology. Initially created to serve as a software sketchbook and to teach computer programming fundamentals within a visual context, Processing evolved into a development tool for professionals. Today, there are tens of thousands of students, artists, designers, researchers, and hobbyists who use Processing for learning, prototyping, and production.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Processing-290x174.png,,,,,,,,,,,,,,,,
PROCESSING.JS,#NAME?,http://processingjs.org/,"Processing.js is a ‘port’ of Processing, a sister project as it were, designed to make data visualisations, digital art, interactive animations, educational graphs, video games, etc. work using web standards and without any plug-ins. You write code using the Processing language, include it in a web page, and Processing.js does the rest. Whether you’re an advanced Processing developer or completely new, whether you’re a pro with web technologies or just getting started, Processing.js bridges the gap between these two powerful technologies.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Processingjs-290x174.png,,,,,,,,,,,,,,,,
PROPUBLICA SCRAPING,#NAME?,http://www.propublica.org/nerds/item/doc-dollars-guides-collecting-the-data,"ProPublica have written a series of how-to guides explaining how we collected a sample dataset using a range of techniques. These recipes may be most helpful to journalists who are trying to learn programming and already know the basics. If you’re already an experienced programmer, you might learn about a new library or tool you haven’t tried yet.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/ScrapingForJournalism-290x174.png,,,,,,,,,,,,,,,,
PROTOVIS,#NAME?,http://protovis.org/,"Protovis, the predecessor to D3.js, is a free and open-source JavaScript based visualisation project, led by Mike Bostock and Jeff Heer, which composes custom views of data with simple marks such as bars and dots. Whilst it is no longer under active development as of June 2011, it is still 'available' as a programmable approach to visualisation design.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Protovis-290x174.png,,,,,,,,,,,,,,,,
PYTHON,#NAME?,http://www.python.org/,"Python is a powerful, versatile and increasingly common programming language usually deployed as an automation tool on the data handling side of visualisation projects (eg. scraping data, parsing it, formatting it).",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Python-290x174.png,,,,,,,,,,,,,,,,
Q RESEARCH SOFTWARE,#NAME?,http://www.q-researchsoftware.com/default.aspx,Q has all the tools and state-of-the-art techniques to quickly extract maximum insight from your surveys,http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/QAnalysis-290x174.png,,,,,,,,,,,,,,,,
QLIK SENSE DESKTOP,#NAME?,http://www.qlik.com/us/explore/products/sense/desktop/,"Qlik Sense Desktop is a free Windows desktop self-service data visualization application that lets individuals create and share personalized and interactive data visualizations, reports and dashboards from multiple data sources with drag and drop ease. Discover more insights in your data in just 5 minutes.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/09/QlikSense-290x173.png,,,,,,,,,,,,,,,,
QLIKVIEW,#NAME?,http://www.qlikview.com/,"The QlikView platform aims to bridge the gap between traditional BI solutions and standalone office productivity applications, enabling users to forge new paths and make new discoveries. QlikView infuses a broad set of new capabilities, analysis, insight, and value to existing data stores with user interfaces that are clean, simple, and straightforward.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/QlikView-290x174.png,,,,,,,,,,,,,,,,
QUADRIGRAM,#NAME?,http://www.quadrigram.com/,"With Quadrigram you can create custom data visualizations in an intuitive way with the flexibility of a visual programming language. It enables you to prototype and share your ideas rapidly, as well as produce compelling solutions with your data in the forms of interactive visualizations, animations or dashboards. Quadrigram cloud architecture offers the guarantee to process data painlessly. A number of scalable pricing options are available based on the number of users, processing power, storage capacity, traffic and access privileges that you require.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Quadrigram-290x174.png,,,,,,,,,,,,,,,,
QUANTUM GIS,#NAME?,http://www.qgis.org/,"Quantum GIS (QGIS) is a user friendly Open Source Geographic Information System (GIS) licensed under the GNU General Public License. QGIS is an official project of the Open Source Geospatial Foundation (OSGeo). It runs on Linux, Unix, Mac OSX, Windows and Android and supports numerous vector, raster, and database formats and functionalities.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/QGIS-290x174.png,,,,,,,,,,,,,,,,
QUERY TREE,#NAME?,http://querytreeapp.com/,"QueryTree lets you explore your data yourself with it’s easy to use drag and drop tools for exploring, analysing and visualizing data. There’s no code or formulas to write and it runs in your browser so there’s no software to install.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/QueryTree-290x174.png,,,,,,,,,,,,,,,,
QUOTIDIAN,#NAME?,http://quotid.com/,"Quotidian is a new way to visualize time and events. Traditional timelines are limited to displaying events marked along a line. Quotidian displays events in a three dimensional space that can be scaled in all directions to show vast amounts of information. Like a web browser, Quotidian is a program that you download and install on your desktop or laptop. Quotidian works with your Web browser to provide time indexes for information on the Web. It allows Web pages to link to events in timelines.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/09/Quotidian-290x174.png,,,,,,,,,,,,,,,,
R,#NAME?,http://www.r-project.org/,"R is a highly extensible, open source language and environment for data handling, statistical computing and graphical techniques. One of R’s key strengths is the ease with which well-designed publication-quality graphical plots can be produced. Importantly, from a good practice principles perspective, great care has been taken over the defaults for the minor design choices in graphics whilst allowing the user to retain full control beyond. Many people traditionally think of R as a statistics system but its power and potential as a visualisation tool is significant and its popularity within the field is growing constantly.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/R-290x174.png,,,,,,,,,,,,,,,,
RACTIVE.JS,#NAME?,http://www.ractivejs.org/,"Ractive.js is a template-driven UI library, but unlike other tools that generate inert HTML, it transforms your templates into blueprints for apps that are interactive by default. Two-way binding, animations, SVG support and more are provided out-of-the-box – but you can add whatever functionality you need by downloading and creating plugins. Some tools force you to learn a new vocabulary and structure your app in a particular way. Ractive works for you, not the other way around – and it plays well with other libraries.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/09/Ractive-290x174.png,,,,,,,,,,,,,,,,
RAPHAEL.JS,#NAME?,https://github.com/DmitryBaranovskiy/raphael,"Raphaël is a small JavaScript library that should simplify your work with vector graphics on the web. If you want to create your own specific chart or image crop and rotate widget, for example, you can achieve it simply and easily with this library. Raphaël uses the SVG W3C Recommendation and VML as a base for creating graphics. This means every graphical object you create is also a DOM object, so you can attach JavaScript event handlers or modify them later. Raphaël’s goal is to provide an adapter that will make drawing vector art compatible cross-browser and easy.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Raphael-290x174.png,,,,,,,,,,,,,,,,
RAW,#NAME?,http://raw.densitydesign.org/,"Raw is an open web app to create custom vector-based visualizations on top of the amazing D3.js library through a simple interface. Primarily conceived as a tool for designers and vis geeks, Raw allows to export visualizations in vector (SVG) or raster (PNG) format and embed them in your web page. Even though Raw is a web app, the data you upload will be processed only by the web browser. No server-side operations or storages are performed, no one will see, touch or copy your data! It is an open and customizable project (LGPL license), and you can freely download it and modify it. If you want to contribute to its evolution, fork the project on GitHub!",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/09/Raw-290x173.png,,,,,,,,,,,,,,,,
RCHARTS,#NAME?,https://ramnathv.github.io/rCharts/,"rCharts is an R package to create, customize and publish interactive javascript visualizations from R using a familiar lattice style plotting interface. rCharts supports multiple javascript charting libraries, each with its own strengths. Each of these libraries has multiple customization options, most of which are supported within rCharts. rCharts also allows you to share your visualization in multiple ways. You can save it as a standalone page, embed it in a shiny application, or even include it as a part of a blog post or tutorial.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/09/rcharts-290x173.png,,,,,,,,,,,,,,,,
RE:DASH,#NAME?,https://github.com/everythingme/redash,"Rethinking how data is queried, shared and visualized, re:dash is a web application that allows to easily query an existing database, share the dataset and visualize it in different ways. Oh and you can also create dashboards. re:dash is a work in progress and has its rough edges and way to go to fulfill its full potential. The Query Editor part is quite solid, but the visualizations need more work to enrich them and to make them more user friendly.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/09/redash-290x174.png,,,,,,,,,,,,,,,,
RECLINE.JS,#NAME?,http://okfnlabs.org/recline/,"A simple but powerful library for building data applications in pure Javascript and HTML. Recline re-uses best-of-breed presentation libraries like SlickGrid, Leaflet, Flot and D3 to create data 'Views' and allows you to connect them with your data in seconds.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2015/05/Reclinejs-290x173.png,,,,,,,,,,,,,,,,
REPORTER,#NAME?,http://www.reporter-app.com/,"Reporter is a new application for understanding the things you care about. With a few randomly timed surveys each day, Reporter can illuminate aspects of your life that might be otherwise unmeasurable.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2016/06/Reporter-290x174.png,,,,,,,,,,,,,,,,
ROAMBI,#NAME?,http://roambi.com/,"Roambi is the leading mobile reporting and analytics app re-designing the way you interact with, share, and present data from a completely mobile perspective. No matter where your data is coming from, Roambi Analytics transforms it into a simple, engaging, and intuitive experience to help you and your users understand your numbers. True information goes far beyond tables and charts. Roambi Flow lets you surround your data with context, create an engaging experience, and tell the story behind the numbers.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/09/Roambi-290x174.png,,,,,,,,,,,,,,,,
RSTUDIO,#NAME?,http://www.rstudio.com/products/rstudio/,"RStudio is an integrated development environment (IDE) for R. It includes a console, syntax-highlighting editor that supports direct code execution, as well as tools for plotting, history, debugging and workspace management. Click here to see more RStudio features. RStudio is available in open source and commercial editions and runs on the desktop (Windows, Mac, and Linux) or in a browser connected to RStudio Server or RStudio Server Pro.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/09/Rstudio-290x174.png,,,,,,,,,,,,,,,,
SANKEY DIAGRAM,#NAME?,http://www.squishlogic.com/Sankey/,"Professional drawing tool to create Sankey Diagrams. These diagrams show flows, where the width is proportional to the rate of flow. The diagrams can be created interactively, adding flow sources and sinks, moving nodes and flows around, editing colors, and more. The diagrams can be exported as a .PDF or .PNG, shared by email, messaging, saved to the Camera Roll, or shared to FaceBook or Twitter.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/09/SankeyDiagram-290x174.png,,,,,,,,,,,,,,,,
SANKEY DIAGRAM MAKER,#NAME?,http://sankeydiagrammaker.blogspot.co.uk/,"Sankey Diagram Maker is a new software tool to easily create Sankey diagrams, allow you to adapt Sankey flow charts to your individual needs. It is the only tool that offers a FREE Sankey Diagram Maker.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/09/SankeyDiagramMaker-290x174.png,,,,,,,,,,,,,,,,
SANKEYMATIC,#NAME?,http://sankeymatic.com/,"Sankey diagrams can be difficult to produce without specialized software. SankeyMATIC aims to change that. There are no tools to install. There is no code to write. You do not have to sign up for anything. Just enter your data, customize the diagram to your liking, and download a finished product. SankeyMATIC builds on the open source tool D3.js and its Sankey library, which are very powerful but require a fair amount of work & expertise to use. SankeyMATIC unlocks the capabilities of the D3 Sankey tool for anyone to use.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/09/SankeyMATIC-290x174.png,,,,,,,,,,,,,,,,
SCRAPERWIKI,#NAME?,https://scraperwiki.com/,"Liberate your data with ScraperWiki! ScraperWiki helps you do data science on the web. Get, clean, analyse, visualise and manage your data, with simple tools or custom-written code.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/ScraperWiki-290x174.png,,,,,,,,,,,,,,,,
SCRAPING FOR JOURNALISTS,#NAME?,https://leanpub.com/scrapingforjournalists,"Scraping for Journalists introduces you to a range of scraping techniques - from very simple scraping techniques which are no more complicated than a spreadsheet formula, to more complex challenges such as scraping databases or hundreds of documents. At every stage you'll see results - but you'll also be building towards more ambitious and powerful tools.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/eBookScraping-290x174.png,,,,,,,,,,,,,,,,
SCRAPY,#NAME?,http://scrapy.org/,"Meet Scrapy. An open source and collaborative framework for extracting the data you need from websites. In a fast, simple, yet extensible way.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2015/05/Scrapy-290x174.png,,,,,,,,,,,,,,,,
SCRIPTOGRAPHER,#NAME?,http://scriptographer.org/about/,"Scriptographer is a scripting plugin for Adobe Illustrator. It gives the user the possibility to extend Illustrator’s functionality by the use of the JavaScript language. The user is no longer limited to the same tools that are used by most graphic designers around the globe. Scriptographer allows the creation of mouse controlled drawing-tools, effects that modify existing graphics and scripts that create new ones.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Scriptographer-290x174.png,,,,,,,,,,,,,,,,
SEABORN,#NAME?,http://stanford.edu/~mwaskom/software/seaborn/index.html,Seaborn is a Python visualization library based on matplotlib. It provides a high-level interface for drawing attractive statistical graphics.,http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/09/Seaborn-290x174.png,,,,,,,,,,,,,,,,
SENTINEL VISUALIZER,#NAME?,http://www.fmsasg.com/,"Empowering the demanding needs of intelligence analysts, law enforcement, investigators, researchers, and information workers, Sentinel Visualizer is the next generation data visualization and analysis solution for your big data. With cutting edge features and best-of-breed usability, Sentinel Visualizer provides you with insight into patterns and trends hidden in your data. Its database driven data visualization platform lets you quickly see multi-level links among entities and model different relationship types. Advanced drawing and redrawing features generate optimized views to highlight the most important entities.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Sentinel-290x174.png,,,,,,,,,,,,,,,,
SHINY,#NAME?,http://shiny.rstudio.com/,"A web application framework for R. Turn your analyses into interactive web applications. No HTML, CSS, or JavaScript knowledge required",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/09/Shiny-290x174.png,,,,,,,,,,,,,,,,
SIGMA.JS,#NAME?,http://sigmajs.org/,"Sigma is a JavaScript library dedicated to graph drawing. It makes easy to publish networks on Web pages, and allows developers to integrate network exploration in rich Web applications.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/09/Sigma-290x175.png,,,,,,,,,,,,,,,,
SILK,#NAME?,http://www.silkapp.com/product,"A Silk site lets you answer questions with your data by creating overviews and visualisations. It lets you create visualizations, maps and overviews. It works its magic by using the connected information from your fact sheets. Silk sites that contain pages with numbers on prices, size or distances can create interactive charts that put all of your data in perspective.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/SilkApp-290x174.png,,,,,,,,,,,,,,,,
SKETCH,#NAME?,http://www.bohemiancoding.com/sketch/,"Professional digital design for Mac. Sketch gives you the power, flexibility and speed you always wanted in a lightweight and easy-to-use package. Finally you can focus on what you do best: Design. Sketch is built for modern graphic designers, and it shows in every fibre of the app. From a flexible workflow with support for Multiple Pages and Artboards. Powerful features like Symbols and Shared Styles are there to make reusing elements quick and easy. Easily create complex shapes with our state-of-the-art vector boolean operations and take advantage of our extensive layer styles. Sketch’s fully vector-based workflow makes it easy to create beautiful, high-quality artwork from start to finish.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2015/05/Sketch-290x174.png,,,,,,,,,,,,,,,,
SKETCHUP,#NAME?,http://www.sketchup.com,"Sketchup is a 3D modelling program for a broad range of applications such as architectural, civil, mechanical, film as well as video game design — and available as Sketchup Make, a free version, and Sketchup Pro, a paid version.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Sketchup-290x174.png,,,,,,,,,,,,,,,,
SLIVER,#NAME?,http://www.sliversoftware.com/,"Sliver is a powerful and intuitive software application for multi-dimensional (multivariate) data visualization and analysis on Windows. It is absolutely free. Graph your data on multi-axis parallel coordinate (PC) plots, PC plot matrices, various types of configurable 2D and 3D scatterplots, and plots overlaid on Google Earth, all fully linked by extensive support for swiping and color brushing. Animate your data with the Grand Tour, a rotation through n-space that dramatically reveals multivariate correlations and structures. Synchronize your data with external programs. Input real-time data for monitoring and analysis.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2016/06/Sliver-290x174.png,,,,,,,,,,,,,,,,
SOCIAL EXPLORER,#NAME?,http://www.socialexplorer.com/pub/home/home.aspx,"Social Explorer provides quick and easy access to current and historical census data and demographic information. The easy-to-use web interface lets users create maps and reports to illustrate, analyze, and understand demography and social change. In addition to its comprehensive data resources, Social Explorer offers features and tools to meet the needs of demography experts and novices alike. From research libraries to classrooms to government agencies to corporations to the front page of the New York Times, Social Explorer helps the public engage with society and science.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/SocialExplorer-290x174.png,,,,,,,,,,,,,,,,
STAMEN MAPS,#NAME?,http://maps.stamen.com/,"For over a decade, Stamen has been exploring cartography with our clients and in research. These maps are presented here for your enjoyment and use wherever you display OpenStreetMap data.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/StamenMaps-290x174.png,,,,,,,,,,,,,,,,
STATA,#NAME?,http://www.stata.com/,"Stata is a complete, integrated statistical package that provides everything you need for data analysis, data management, and graphics – you get everything you need in one package.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Stata-290x174.png,,,,,,,,,,,,,,,,
STATWING,#NAME?,https://www.statwing.com/,"Efficient and Delightful Data Analysis. Learn how to use Statwing in five minutes, then finish days of analysis in the next twenty. Statwing automatically visualizes every analysis, and enables easy export for PowerPoint. In spreadsheets and statistical software, creating even simple charts takes too much time and effort. Statwing understands your data's structure, so it automatically creates histograms, scatterplots, heatmaps, and bar charts that you can easily export to Excel or PowerPoint.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/09/statwing-290x173.png,,,,,,,,,,,,,,,,
STREAMTOOLS,#NAME?,https://github.com/nytlabs/streamtools,"Streamtools is a new, open source project by the New York Times R&D Lab which provides a general purpose, graphical tool for dealing with streams of data. It offers a vocabulary of operations that can be connected together to create live data processing systems without the need for programming or complicated infrastructure. These systems are assembled using a visual interface that affords both immediate understanding and live manipulation of the system.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/09/Streamtools-290x174.png,,,,,,,,,,,,,,,,
SURVEYWONDERS,#NAME?,https://www.surveywonders.com/,"Survey reporting reinvented: From survey data to survey report, from static to interactive to social, from a single survey to 1000s of surveys, we help you get the maximum value from your surveys. Get management grade reports with a single click in seconds rather than hours and days. Further exploration is also as simple as a few clicks! Surveywonders reports show insights in slides with pretty and clear graphs and tables that you can style to your own taste and identity. Get the power of advanced analytics into your hands without the complexity. Because what good are analytics when nobody understands them? With Surveywonders it's easy to manage, merge and re-use reports. And did we mention sharing and publishing?",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2016/06/Surveywonders-290x174.png,,,,,,,,,,,,,,,,
SYNERSCOPE,#NAME?,http://www.synerscope.com/,"SynerScope allows users to show, analyze, and understand relational “Big Data” visually by using edge-bundled, timeline-enhanced visualizations. SynerScope is the most powerful new software for analyzing massive amount of data, where analysts have to examine millions of data points easily within a very short period of time. Ultimately, it is not only better than existing software, but it allows easy analysis where none currently takes place.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Synerscope-290x174.png,,,,,,,,,,,,,,,,
TABLEAU DESKTOP,#NAME?,http://www.tableausoftware.com/products/desktop,"Fabulously powerful and rapid tool for visual analysis and much more. ""Tableau Desktop is based on breakthrough technology from Stanford University that lets you drag & drop to analyse data rapidly and fluidly, connect to data in a few clicks, then visualise and create interactive dashboards in an instant. Tableau have based their product on years of research to build a system that supports people’s natural ability to think visually providing a tool that lets you easily build beautiful, effective, rich data visualisations"". Worth noting that Tableau Desktop is free for Students and there are free academic offerings too. It is also now available for the Mac.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/TableauDesktop-290x174.png,,,,,,,,,,,,,,,,
TABLEAU PUBLIC,#NAME?,http://www.tableausoftware.com/public/,"It is worth making a separate note for Tableau Public, the free-to-use web-based, publicly accessible version of Tableau Desktop which enables you to create interactive visualisations and embed them into your website, publish them on the Tableau Public Gallery or share within the Tableau Public community. Note, the visualisations cannot be saved locally, that is the ‘public’ essence of this free tool, but you can now link up to 1 million records.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/TableauPublic-290x174.png,,,,,,,,,,,,,,,,
TABULA,#NAME?,http://tabula.nerdpower.org/,"If you’ve ever tried to do anything with data provided to you in PDFs, you know how painful this is — you can’t easily copy-and-paste rows of data out of PDF files. Tabula allows you to extract that data in CSV format, through a simple interface. And now you can download Tabula and run it on your own computer. Tabula is a development from Pro-Publica, La Nacion DATA and Knight-Mozilla OpenNews.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Tabula-290x174.png,,,,,,,,,,,,,,,,
TAGXEDO,#NAME?,http://www.tagxedo.com/,"Tagxedo turns words - famous speeches, news articles, slogans and themes, even your love letters - into a visually stunning word cloud, words individually sized appropriately to highlight the frequencies of occurrence within the body of text.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Taxgedo-290x174.png,,,,,,,,,,,,,,,,
TARGET MAP,#NAME?,http://www.targetmap.com/,"Developed by MapGenia of Barcelona, TargetMap aims to provide an easy way to create and share customised data maps on line, allowing everyone from individuals to large organisations to be able represent their data on maps of any country in the world and to share their knowledge through an online community and gallery of creations.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/TargetMap-290x174.png,,,,,,,,,,,,,,,,
TAUCHARTS,#NAME?,https://www.taucharts.com/,"TauCharts is a JavaScript charting library. It is based on the D3 framework and 'Grammar of Graphics' concepts. TauCharts has a perfect visual design, it is flexible and powerful, and can be extended with plugins.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2016/06/Taucharts-290x184.png,,,,,,,,,,,,,,,,
TEECHART,#NAME?,https://www.steema.com/,Bring your data to life: Chart Component Suite with Maps and Gauges for Developers. Quick and easy chart design. Hugely dynamic and interactive charts. Deliver charts across multiple platforms and devices,http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2016/06/Steema-290x168.png,,,,,,,,,,,,,,,,
